ITEM_ID,CALCULATION_VERSION_ID,PARENT_ITEM_ID,PREDECESSOR_ITEM_ID,IS_ACTIVE,ITEM_CATEGORY_ID,ACCOUNT_ID,DETERMINED_ACCOUNT_ID,DOCUMENT_TYPE_ID,DOCUMENT_ID,DOCUMENT_VERSION,DOCUMENT_PART,DOCUMENT_STATUS_ID,DESIGN_OFFICE_ID,MATERIAL_ID,MATERIAL_TYPE_ID,MATERIAL_GROUP_ID,OVERHEAD_GROUP_ID,VALUATION_CLASS_ID,ACTIVITY_TYPE_ID,PROCESS_ID,LOT_SIZE,LOT_SIZE_CALCULATED,LOT_SIZE_IS_MANUAL,ENGINEERING_CHANGE_NUMBER_ID,COMPANY_CODE_ID,COST_CENTER_ID,PLANT_ID,WORK_CENTER_ID,BUSINESS_AREA_ID,PROFIT_CENTER_ID,QUANTITY,QUANTITY_CALCULATED,QUANTITY_IS_MANUAL,QUANTITY_UOM_ID,TOTAL_QUANTITY,TOTAL_QUANTITY_UOM_ID,TOTAL_QUANTITY_DEPENDS_ON,IS_RELEVANT_TO_COSTING_IN_ERP,PRICE_FIXED_PORTION,PRICE_FIXED_PORTION_CALCULATED,PRICE_FIXED_PORTION_IS_MANUAL,PRICE_VARIABLE_PORTION,PRICE_VARIABLE_PORTION_CALCULATED,PRICE_VARIABLE_PORTION_IS_MANUAL,PRICE,TRANSACTION_CURRENCY_ID,PRICE_UNIT,PRICE_UNIT_CALCULATED,PRICE_UNIT_IS_MANUAL,PRICE_UNIT_UOM_ID,IS_PRICE_SPLIT_ACTIVE,PRICE_ID,CONFIDENCE_LEVEL_ID,PRICE_SOURCE_ID,VENDOR_ID,TARGET_COST,TARGET_COST_CALCULATED,TARGET_COST_IS_MANUAL,TARGET_COST_CURRENCY_ID,CREATED_ON,CREATED_BY,LAST_MODIFIED_ON,LAST_MODIFIED_BY,PRICE_FOR_TOTAL_QUANTITY,PRICE_FOR_TOTAL_QUANTITY_FIXED_PORTION,PRICE_FOR_TOTAL_QUANTITY_VARIABLE_PORTION,OTHER_COST,OTHER_COST_FIXED_PORTION,OTHER_COST_VARIABLE_PORTION,TOTAL_COST,TOTAL_COST_FIXED_PORTION,TOTAL_COST_VARIABLE_PORTION,HIGHLIGHT_GREEN,HIGHLIGHT_ORANGE,HIGHLIGHT_YELLOW,ITEM_DESCRIPTION,REFERENCED_CALCULATION_VERSION_ID,COMMENT,IS_PHANTOM_MATERIAL,IS_CONFIGURABLE_MATERIAL,MATERIAL_SOURCE,PURCHASING_GROUP,PURCHASING_DOCUMENT,LOCAL_CONTENT,BASE_QUANTITY,BASE_QUANTITY_CALCULATED,BASE_QUANTITY_IS_MANUAL,QUANTITY_PER_BASE_UNIT,QUANTITY_PER_BASE_UNIT_UOM_ID,PRICE_SOURCE_TYPE_ID,IS_DISABLING_PRICE_DETERMINATION,IS_DISABLING_ACCOUNT_DETERMINATION,TOTAL_QUANTITY_OF_VARIANTS,CHILD_ITEM_CATEGORY_ID
5217,2,5207,5218,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,10,MIN,0,,120,,1,0,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,20,20,0,0,0,0,24,24,0,,,,Gehäuse drehen laut Zeichnung (Rüsten),,,0,,,,,,1,,1,10,MIN,2,0,0,0,3
5176,2,,,1,0,#AC13,#AC13,,,,,,,#P-100,#FIN,#MECH,#OG1,#VC1,,,,,,,#C1,,#PT1,,#BA1,#PC1,,,0,,10,PC,1,0,0,272.6064,0,0,465.1224,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,8000,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,7377.288,2726.064,4651.224,0,0,0,8115.0168,2998.6704,5116.3464,,,,,,,0,0,,,,,1,,1,,,4,0,0,0,0
13,4,1,,1,2,#AC11,#AC11,#DR,#DOC-100-210,#1,#01,#R,#L1,#100-210,#RAW,#MECH,#OG3,#VC3,,,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,500,PC,1,0,0,,1,20,,1,,EUR,1,,0,PC,0,,3,PLC_STANDARD_PRICE,,,,1,USD,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,10000,0,10000,0,0,0,11000,0,11000,,,,,,,0,0,,,,,1,,1,1,PC,1,0,0,0,2
14,4,1,13,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,3,,1,MIN,3,MIN,0,,120,,1,0,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,USD,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,6,6,0,0,0,0,7.2,7.2,0,,,,clamp impeller (setup),,,,,,,,,1,,1,3,MIN,2,0,0,0,3
15,4,1,14,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,5000,MIN,1,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,USD,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,15000,5000,10000,0,0,0,18000,6000,12000,,,,turn impeller according to drawing (labor),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
16,4,1,15,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,5000,MIN,1,,120,,1,60,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,USD,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,15000,10000,5000,0,0,0,18000,12000,6000,,,,turn impeller according to drawing (machine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
17,4,1,16,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,20,,1,,#C1,#CC1,#PT1,,#BA1,#PC1,10,,1,MIN,250,MIN,2,,60,,1,120,,1,,EUR,1,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,USD,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,750,250,500,0,0,0,900,300,600,,,,inspect and deliver to storage (labor),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
1,4,,,1,0,,,#DR,#DOC-100-200,#1,#01,#R,#L2,#100-200,#SEM,#MECH,#OG2,#VC2,,,,,,,#C1,,#PT1,,#BA1,#PC1,,,0,,500,PC,1,0,,36.6144,0,,59.2,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,,,1,USD,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,47907.2,18307.2,29600,0,0,0,47907.2,18307.2,29600,,,,,,,1,1,,,,,1,,1,,,4,0,0,0,0
1,5,,,1,0,,,,,,,,,#100-300,#SEM,#MECH,,#VC2,,,,,,,#C2,,#PT2,,,,,,0,,1000,PC,1,0,,1.15218,0,,1.75236,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,2904.54,1152.18,1752.36,0,0,0,2904.54,1152.18,1752.36,,,,,,,1,1,,,,,1,,1,,,4,0,0,0,0
21,5,1,,1,2,#AC11,#AC11,,,,,,,#100-310,#RAW,#MECH,,#VC3,,,,,1,,#C2,,#PT2,,#BA2,#PC2,1,,1,PC,1000,PC,1,0,0,,1,6,,1,,EUR,10,,0,PC,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,600,0,600,0,0,0,660,0,660,,,,,,,1,0,,,,,1,,1,1,PC,1,0,0,0,2
22,5,1,21,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,10,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,1000,MIN,2,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,70,60,10,0,0,0,84,72,12,,,,cut slug for shaft (setup),,,0,,,,,,1,,1,10,MIN,2,0,0,0,3
23,5,1,22,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,10000,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,900,300,600,0,0,0,1080,360,720,,,,cut slug for shaft (labor),,,0,,,,,,1,,1,10,MIN,2,0,0,0,3
24,5,1,23,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,10000,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,900,600,300,0,0,0,1080,720,360,,,,cut slug for shaft (machine),,,0,,,,,,1,,1,10,MIN,2,0,0,0,3
25,5,1,24,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,5,,1,MIN,5,MIN,0,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0.45,0.15,0.3,0,0,0,0.54,0.18,0.36,,,,inspect and deliver to storage (labor),,,0,,,,,,1,,1,5,MIN,2,0,0,0,3
21,519,1,,1,2,#AC11,#AC11,,,,,,,#100-310,#RAW,#MECH,,#VC3,,,,,1,,#C2,,#PT2,,#BA2,#PC2,1,,1,PC,1000,PC,1,0,0,,1,6,,1,,EUR,10,,0,PC,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,600,0,600,0,0,0,660,0,660,,,,,,,1,0,,,,,1,,1,1,PC,1,0,0,0,2
22,519,1,21,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,10,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,1000,MIN,2,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,70,60,10,0,0,0,84,72,12,,,,cut slug for shaft (setup),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
23,519,1,22,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,10000,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,900,300,600,0,0,0,1080,360,720,,,,cut slug for shaft (labor),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
24,519,1,23,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,10000,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,900,600,300,0,0,0,1080,720,360,,,,cut slug for shaft (machine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
25,519,1,24,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,5,,1,MIN,5,MIN,0,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0.45,0.15,0.3,0,0,0,0.54,0.18,0.36,,,,inspect and deliver to storage (labor),,,,,,,,,1,,1,5,MIN,2,0,0,0,3
1,519,,,1,0,,,,,,,,,#100-300,#SEM,#MECH,,#VC2,,,,,,,#C2,,#PT2,,,,,,0,,1000,PC,1,0,,1.15218,0,,1.75236,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,2904.54,1152.18,1752.36,0,0,0,2904.54,1152.18,1752.36,,,,,,,0,0,,,,,1,,1,,,4,0,0,0,0
21,520,1,,1,2,#AC11,#AC11,,,,,,,#100-310,#RAW,#MECH,,#VC3,,,,,1,,#C2,,#PT2,,#BA2,#PC2,1,,1,PC,2000,PC,1,0,0,,1,6,,1,,EUR,10,,0,PC,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1200,0,1200,0,0,0,1380,0,1380,,,,,,,1,0,,,,,1,,1,1,PC,1,0,0,0,2
22,520,1,21,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,10,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,2000,MIN,2,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,140,120,20,0,0,0,168,144,24,,,,cut slug for shaft (setup),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
23,520,1,22,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,20000,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1800,599.9999999,1200,0,0,0,2160,719.9999999,1440,,,,cut slug for shaft (labor),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
24,520,1,23,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,20000,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1800,1200,599.9999999,0,0,0,2160,1440,719.9999999,,,,cut slug for shaft (machine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
25,520,1,24,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,5,,1,MIN,5,MIN,0,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0.45,0.15,0.3,0,0,0,0.54,0.18,0.36,,,,inspect and deliver to storage (labor),,,,,,,,,1,,1,5,MIN,2,0,0,0,3
1,520,,,1,0,,,,,,,,,#100-300,#SEM,#MECH,,#VC2,,,,,,,#C2,,#PT2,,,,,,0,,2000,PC,1,0,,1.15209,0,,1.78218,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,5868.54,2304.18,3564.36,0,0,0,5868.54,2304.18,3564.36,,,,,,,0,0,,,,,1,,1,,,4,0,0,0,0
21,521,1,,1,2,#AC11,#AC11,,,,,,,#100-310,#RAW,#MECH,,#VC3,,,,,1,,#C2,,#PT2,,#BA2,#PC2,1,,1,PC,2000,PC,1,0,0,,1,6,,1,,EUR,10,,0,PC,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1200,0,1200,0,0,0,1380,0,1380,,,,,,,1,0,,,,,1,,1,1,PC,1,0,0,0,2
22,521,1,21,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,10,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,2000,MIN,2,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,140,120,20,0,0,0,168,144,24,,,,cut slug for shaft (setup),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
23,521,1,22,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,20000,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1800,599.9999999,1200,0,0,0,2160,719.9999999,1440,,,,cut slug for shaft (labor),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
24,521,1,23,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,20000,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1800,1200,599.9999999,0,0,0,2160,1440,719.9999999,,,,cut slug for shaft (machine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
25,521,1,24,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,5,,1,MIN,5,MIN,0,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0.45,0.15,0.3,0,0,0,0.54,0.18,0.36,,,,inspect and deliver to storage (labor),,,,,,,,,1,,1,5,MIN,2,0,0,0,3
1,521,,,1,0,,,,,,,,,#100-300,#SEM,#MECH,,#VC2,,,,,,,#C2,,#PT2,,,,,,0,,2000,PC,1,0,,1.15209,0,,1.78218,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,5868.54,2304.18,3564.36,0,0,0,5868.54,2304.18,3564.36,,,,,,,0,0,,,,,1,,1,,,4,0,0,0,0
21,522,1,,1,2,#AC11,#AC11,,,,,,,#100-310,#RAW,#MECH,,#VC3,,,,,1,,#C2,,#PT2,,#BA2,#PC2,1,,1,PC,2000,PC,1,0,0,,1,6,,1,,EUR,10,,0,PC,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1200,0,1200,0,0,0,1380,0,1380,,,,,,,1,0,,,,,1,,1,1,PC,1,0,0,0,2
22,522,1,21,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,10,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,2000,MIN,2,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,140,120,20,0,0,0,168,144,24,,,,cut slug for shaft (setup),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
23,522,1,22,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,20000,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1800,599.9999999,1200,0,0,0,2160,719.9999999,1440,,,,cut slug for shaft (labor),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
24,522,1,23,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,20000,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,1800,1200,599.9999999,0,0,0,2160,1440,719.9999999,,,,cut slug for shaft (machine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
25,522,1,24,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,5,,1,MIN,5,MIN,0,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0.45,0.15,0.3,0,0,0,0.54,0.18,0.36,,,,inspect and deliver to storage (labor),,,,,,,,,1,,1,5,MIN,2,0,0,0,3
1,522,,,1,0,,,,,,,,,#100-300,#SEM,#MECH,,#VC2,,,,,,,#C2,,#PT2,,,,,,0,,2000,PC,1,0,,1.15209,0,,1.78218,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,5868.54,2304.18,3564.36,0,0,0,5868.54,2304.18,3564.36,,,,,,,0,0,,,,,1,,1,,,4,0,0,0,0
21,523,1,,1,2,#AC11,#AC11,,,,,,,#100-310,#RAW,#MECH,,#VC3,,,,,1,,#C2,,#PT2,,#BA2,#PC2,1,,1,PC,1000,PC,1,0,0,,1,6,,1,,EUR,10,,0,PC,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,600,0,600,0,0,0,690,0,690,,,,,,,1,0,,,,,1,,1,1,PC,1,0,0,0,2
22,523,1,21,1,3,#AC21,#AC21,,,,,,,,,,,,#AT1,,10,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,1000,MIN,2,,36,,1,6,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,70,60,10,0,0,0,84,72,12,,,,cut slug for shaft (setup),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
23,523,1,22,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,10000,MIN,1,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,900,300,600,0,0,0,1080,360,720,,,,cut slug for shaft (labor),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
24,523,1,23,1,3,#AC23,#AC23,,,,,,,,,,,,#AT3,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,10,,1,MIN,10000,MIN,1,,36,,1,18,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,900,600,300,0,0,0,1080,720,360,,,,cut slug for shaft (machine),,,,,,,,,1,,1,10,MIN,2,0,0,0,3
25,523,1,24,1,3,#AC22,#AC22,,,,,,,,,,,,#AT2,,,,1,,#C2,#CC3,#PT2,,#BA2,#PC2,5,,1,MIN,5,MIN,0,,18,,1,36,,1,,EUR,10,,0,H,0,,3,PLC_STANDARD_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0.45,0.15,0.3,0,0,0,0.54,0.18,0.36,,,,inspect and deliver to storage (labor),,,,,,,,,1,,1,5,MIN,2,0,0,0,3
1,523,,,1,0,,,,,,,,,#100-300,#SEM,#MECH,,#VC2,,,,,,,#C2,,#PT2,,,,,,0,,1000,PC,1,0,,1.15218,0,,1.78236,0,,EUR,1,1,0,PC,0,,,PLC_CALCULATED_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,2934.54,1152.18,1782.36,0,0,0,2934.54,1152.18,1782.36,,,,,,,,0,,,,,1,,1,,,4,0,0,0,0
4039,3,4028,4040,1,5,#AC41,#AC41,,,,,,,,,,,,,#BP1,,,1,,#C1,,#PT1,,#BA1,#PC1,0.1,,1,PC,1,PC,1,,0,,1,0,,1,,EUR,1,,0,PC,0,,5,PLC_MANUAL_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,1,0.1,PC,3,0,0,0,5
4041,3,3952,4042,1,5,#AC42,#AC42,,,,,,,,,,,,,#BP2,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,1,PC,0,,0,,1,0,,1,,EUR,1,,0,PC,0,,5,PLC_MANUAL_PRICE,,,,0,,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,,1,1,PC,3,0,0,0,5
4043,3,3952,4028,1,10,,,#DR,#DOC-100-200,#1,#01,#R,#L2,#100-200,#SEM,#MECH,#OG2,#VC2,,,,,1,,#C1,,#PT1,,#BA1,#PC1,1,,1,PC,10,PC,1,0,18307.2,,1,29600,,1,47907.2,EUR,500,,1,PC,0,,,PLC_CALCULATED_PRICE,,,,1,USD,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,958.144,366.144,592,958.144,366.144,592,958.144,366.144,592,,,0,,4,,0,0,,,,,1,,1,1,PC,4,0,0,0,10
4044,3,3952,4043,1,10,,,,,,,,,#100-300,#SEM,#MECH,,#VC2,,,,,1,,#C2,,#PT2,,,,1,,1,PC,10,PC,1,0,1152.18,,1,1752.36,,1,2904.54,EUR,1000,,1,PC,0,,,PLC_CALCULATED_PRICE,,,,1,EUR,2017-01-01 09:00:00.0000000,#CONTROLLER,2017-01-01 09:00:00.0000000,#CONTROLLER,29.0454,11.5218,17.5236,29.0454,11.5218,17.5236,29.0454,11.5218,17.5236,,,0,,5,,0,0,,,,,1,,1,1,PC,4,0,0,0,10
