PATH,BUSINESS_OBJECT,COLUMN_ID,IS_CUSTOM,ROLLUP_TYPE_ID,SIDE_PANEL_GROUP_ID,DISPLAY_ORDER,TABLE_DISPLAY_ORDER,REF_UOM_CURRENCY_PATH,REF_UOM_CURRENCY_BUSINESS_OBJECT,REF_UOM_CURRENCY_COLUMN_ID,UOM_CURRENCY_FLAG,SEMANTIC_DATA_TYPE,SEMANTIC_DATA_TYPE_ATTRIBUTES,VALIDATION_REGEX_ID,PROPERTY_TYPE,IS_IMMUTABLE_AFTER_SAVE,IS_REQUIRED_IN_MASTERDATA,IS_WILDCARD_ALLOWED,IS_USABLE_IN_FORMULA,RESOURCE_KEY_DISPLAY_NAME,RESOURCE_KEY_DISPLAY_DESCRIPTION,CREATED_ON,CREATED_BY,LAST_MODIFIED_ON,LAST_MODIFIED_BY
Calculation_Version.Root_Item,Item,TOTAL_COST2_FIXED_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TotalCostFixedPortion,XTOL_SidePanel_DescriptionName_TotalCostFixedPortion,,,,
Calculation_Version.Root_Item,Item,TOTAL_COST2_VARIABLE_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TotalCostVariablePortion,XTOL_SidePanel_DescriptionName_TotalCostVariablePortion,,,,
Calculation_Version.Root_Item,Item,TOTAL_COST3,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TotalCost,XTOL_SidePanel_DescriptionName_TotalCost,,,,
Calculation_Version.Root_Item,Item,TOTAL_COST3_FIXED_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TotalCostFixedPortion,XTOL_SidePanel_DescriptionName_TotalCostFixedPortion,,,,
Calculation_Version.Root_Item,Item,TOTAL_COST3_VARIABLE_PORTION,0,100,,,,Item.Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_TotalCostVariablePortion,XTOL_SidePanel_DescriptionName_TotalCostVariablePortion,,,,
Calculation_Version.Root_Item,Item,PRICE_FIXED_PORTION,0,100,,,,Calculation_Version.Root_Item,Item,TRANSACTION_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceFixedPortion,XTOL_SidePanel_DescriptionName_PriceFixedPortion,,,,
Calculation_Version.Root_Item,Item,PRICE_VARIABLE_PORTION,0,100,,,,Item,Item,TRANSACTION_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceVariablePortion,XTOL_SidePanel_DescriptionName_PriceVariablePortion,,,,
Calculation_Version.Root_Item,Item,PRICE,0,100,,,,Item,Item,TRANSACTION_CURRENCY_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_Price,XTOL_SidePanel_DescriptionName_Price,,,,
Calculation_Version.Root_Item,Item,TRANSACTION_CURRENCY_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,,,1,,1,XFLD_SidePanel_DisplayName_TransactionCurrency,XTOL_SidePanel_DescriptionName_TransactionCurrency,,,,
Calculation_Version.Root_Item,Item,PRICE_UNIT,0,100,,,,Calculation_Version.Root_Item,Item,PRICE_UNIT_UOM_ID,,Decimal,precision=24; scale=7,,,,,,1,XFLD_SidePanel_DisplayName_PriceUnit,XTOL_SidePanel_DescriptionName_PriceUnit,,,,
Calculation_Version.Root_Item,Item,PRICE_UNIT_UOM_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,,,1,,1,XFLD_SidePanel_DisplayName_PriceUnitUoM,XFLD_SidePanel_DisplayName_PriceUnitUoM,,,,
Item,Item,CONFIDENCE_LEVEL_ID,0,0,104,7,,,,,,Integer,,,18,,,,,XFLD_SidePanel_DisplayName_ConfidenceLevel,XTOL_SidePanel_DescriptionName_ConfidenceLevel,,,,
Item,Item,PRICE_SOURCE_ID,0,0,,,,,,,,String,length=20; uppercase=1,ITEM,18,,1,,,XFLD_SidePanel_DisplayName_PriceSource,XTOL_SidePanel_DescriptionName_PriceSource,,,,
Item,Item,PRICE_SOURCE_TYPE_ID,0,0,,,,,,,,Integer,,ITEM,,,1,,,XFLD_SidePanel_DisplayName_PriceSource,XTOL_SidePanel_DescriptionName_PriceSource,,,,
Item,Item,SURCHARGE,0,0,104,6,,,,,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_PriceAppliedSurcharge,XTOL_SidePanel_DescriptionName_PriceAppliedSurcharge,,,,
Item.Price_Source,Price_Source,PRICE_SOURCE_ID,0,0,104,5,,,,,,String,"length=20; uppercase=1; json={""SidePanelSection"":{""Id"":""PRICE_SPLIT""}}",MASTERDATA,16,,1,,1,XFLD_SidePanel_DisplayName_PriceSource,XTOL_SidePanel_DescriptionName_PriceSource,,,,
Item.Price_Source,Price_Source,PRICE_SOURCE_DESCRIPTION,0,0,104,5,,,,,,String,"length=250; uppercase=1; json={""SidePanelSection"":{""Id"":""PRICE_SPLIT""}}",,3,,,,,XFLD_SidePanel_DisplayName_PriceSourceDescription,XTOL_SidePanel_DescriptionName_PriceSourceDescription,,,,
Item.Price_Source,Price_Source,PRICE_SOURCE_TYPE_ID,0,0,,,,,,,,Integer,,ITEM,,,,,,XFLD_SidePanel_DisplayName_PriceSource,XTOL_SidePanel_DescriptionName_PriceSource,,,,
Item,Item,PURCHASING_GROUP,0,0,102,7,,,,,,String,length=20,ITEM,3,,,,1,XFLD_SidePanel_DisplayName_PurchasingGroup,XTOL_SidePanel_DescriptionName_PurchasingGroup,,,,
Item,Item,PURCHASING_DOCUMENT,0,0,102,8,,,,,,String,length=10,ITEM,3,,,,1,XFLD_SidePanel_DisplayName_PurchasingDocument,XTOL_SidePanel_DescriptionName_PurchasingDocument,,,,
Item,Item,LOCAL_CONTENT,0,0,102,9,,,,,,Decimal,precision=28; scale=7,ITEM,19,,,,1,XFLD_SidePanel_DisplayName_LocalContent,XTOL_SidePanel_DescriptionName_LocalContent,,,,
Item,Item,IS_DISABLING_PRICE_DETERMINATION,0,0,104,7,,,,,,BooleanInt,"json={""SidePanelSection"":{""Id"":""PRICE_SPLIT""}}",ITEM,5,,,,1,XFLD_SidePanel_DisplayName_IsDisablingPriceDetermination,XTOL_SidePanel_DescriptionName_IsDisablingPriceDetermination,,,,
Calculation_Version.Calculation,Calculation,PROJECT_ID,0,0,,,,,,,,String,length=35; uppercase=1,MASTERDATA,,,,,,,,,,,
Calculation_Version.Calculation.Project,Project,PROJECT_ID,0,0,200,1,,,,,,String,length=35; uppercase=1,MASTERDATA,3,,,,,XFLD_Project_ProjectId,XTOL_Project_ProjectId,,,,
Calculation_Version.Calculation.Project,Project,PROJECT_NAME,0,0,200,2,,,,,,String,length=100,,3,,,,,XFLD_Project_ProjectName,XTOL_Project_ProjectName,,,,
Calculation_Version.Calculation.Project,Project,REFERENCE_PROJECT_ID,0,0,200,3,,,,,,String,length=24,,3,,,,,XFLD_Project_ReferenceProjectId,XTOL_Project_ReferenceProjectId,,,,
Calculation_Version,Calculation_Version,CALCULATION_ID,0,0,,,,,,,,Integer,,,,,,,,,,,,,
Calculation_Version.Calculation,Calculation,CALCULATION_ID,0,0,200,4,,,,,,PositiveInteger,,,3,,,,,XFLD_SidePanel_DisplayName_CalculationId,XTOL_SidePanel_DescriptionName_CalculationId,,,,
Calculation_Version.Calculation,Calculation,CALCULATION_NAME,0,0,200,5,,,,,,String,length=500,,3,,,,,XFLD_SidePanel_DisplayName_CalculationName,XTOL_SidePanel_DescriptionName_CalculationName,,,,
Calculation_Version.Calculation.Project,Project,CONTROLLING_AREA_ID,0,0,,,,,,,,String,length=4; uppercase=1,MASTERDATA,,,1,,,,,,,,
Calculation_Version.Calculation.Project.Controlling_Area,Controlling_Area,CONTROLLING_AREA_ID,0,0,200,6,,,,,,String,length=4; uppercase=1,MASTERDATA,8,,1,,,XFLD_Project_ControllingArea,XTOL_Project_ControllingArea,,,,
Calculation_Version.Calculation.Project.Controlling_Area,Controlling_Area,CONTROLLING_AREA_DESCRIPTION,0,0,200,6,,,,,,String,length=250,,3,,,,,,,,,,
Calculation_Version.Calculation,Calculation,CURRENT_CALCULATION_VERSION_ID,0,0,,,,,,,,PositiveInteger,,,,,,,,,,,,,
Calculation_Version,Calculation_Version,CALCULATION_VERSION_ID,0,0,201,1,,,,,,Integer,,,3,,,,1,XFLD_SidePanel_DisplayName_CalculationVersionId,XTOL_SidePanel_DescriptionName_CalculationVersionId,,,,
Calculation_Version,Calculation_Version,CALCULATION_VERSION_NAME,0,0,201,2,,,,,,String,length=500,,3,,,,1,XFLD_SidePanel_DisplayName_CalculationVersionName,XTOL_SidePanel_DescriptionName_CalculationVersionName,,,,
Calculation_Version,Calculation_Version,CALCULATION_VERSION_TYPE,0,0,201,4,,,,,,PositiveInteger,,,18,,,,,XFLD_SidePanel_DisplayName_VersionType,XTOL_SidePanel_DisplayName_VersionType,,,,
Calculation_Version,Calculation_Version,CUSTOMER_ID,0,0,,,,,,,,String,length=10; uppercase=1,ITEM,,,,,,,,,,,
Calculation_Version.Customer,Customer,CUSTOMER_ID,0,0,207,6,,,,,,String,length=10; uppercase=1,MASTERDATA,8,,,,1,XFLD_SidePanel_DisplayName_Customer,XTOL_SidePanel_DescriptionName_Customer,,,,
Calculation_Version.Customer,Customer,CUSTOMER_NAME,0,0,207,6,,,,,,String,length=100,,3,,,,,,,,,,
Calculation_Version,Calculation_Version,SALES_DOCUMENT,0,0,207,7,,,,,,String,length=100,,3,,,,1,XFLD_SidePanel_SalesDocument,XTOL_SidePanel_SalesDocument,,,,
Calculation_Version,Calculation_Version,SALES_PRICE,0,0,207,8,,Calculation_Version,Calculation_Version,SALES_PRICE_CURRENCY_ID,,Decimal,precision=24; scale=7,,1,,,,1,XFLD_SidePanel_DisplayName_SalesPrice,XTOL_SidePanel_DescriptionName_SalesPrice,,,,
Calculation_Version,Calculation_Version,SALES_PRICE_CURRENCY_ID,0,0,,,,,,,1,String,length=3; uppercase=1,ITEM,7,,1,,1,XFLD_SidePanel_DisplayName_SalesPriceCurrency,XTOL_SidePanel_DescriptionName_SalesPriceCurrency,,,,
Calculation_Version.Root_Item,Item,COMMENT,0,0,201,9,,,,,,String,length=5000,,4,,,,,XFLD_SidePanel_DisplayName_Comment,XTOL_SidePanel_DescriptionName_RootItemComment,,,,
Calculation_Version,Calculation_Version,COSTING_SHEET_ID,0,0,,,,,,,,String,length=15; uppercase=1,ITEM,,,1,,,,,,,,
Calculation_Version,Calculation_Version,SELECTED_TOTAL_COSTING_SHEET,0,0,,,,,,,,String,length=20,ITEM,,,1,,,,,,,,
Calculation_Version.Costing_Sheet,Costing_Sheet,COSTING_SHEET_ID,0,0,203,5,,,,,,String,length=15; uppercase=1,MASTERDATA,8,,1,,1,XFLD_SidePanel_DisplayName_CostingSheet,XTOL_SidePanel_DescriptionName_CostingSheet,,,,
Calculation_Version.Costing_Sheet,Costing_Sheet,COSTING_SHEET_DESCRIPTION,0,0,203,5,,,,,,String,length=250,,3,,,,,,,,,,
Calculation_Version,Calculation_Version,COMPONENT_SPLIT_ID,0,0,,,,,,,,String,length=35; uppercase=1,ITEM,,,1,,,,,,,,
Calculation_Version,Calculation_Version,SELECTED_TOTAL_COMPONENT_SPLIT,0,0,,,,,,,,String,length=20,ITEM,,,1,,,,,,,,
Calculation_Version.Component_Split,Component_Split,COMPONENT_SPLIT_ID,0,0,203,6,,,,,,String,length=35; uppercase=1,MASTERDATA,8,,1,,1,XFLD_SidePanel_DisplayName_ComponentSplit,XTOL_SidePanel_DescriptionName_ComponentSplit,,,,
Calculation_Version.Component_Split,Component_Split,COMPONENT_SPLIT_DESCRIPTION,0,0,203,6,,,,,,String,length=250,,3,,,,,,,,,,
Calculation_Version,Calculation_Version,REPORT_CURRENCY_ID,0,0,203,3,,,,,,String,length=3; uppercase=1,MASTERDATA,7,,1,,1,XFLD_SidePanel_DisplayName_ReportCurrency,XTOL_SidePanel_DescriptionName_ReportCurrency,,,,
Calculation_Version,Calculation_Version,START_OF_PRODUCTION,0,0,204,3,,,,,,LocalDate,,,12,,,,1,XFLD_SidePanel_DisplayName_StartOfProduction,XTOL_SidePanel_DescriptionName_StartOfProduction,,,,
Calculation_Version,Calculation_Version,END_OF_PRODUCTION,0,0,204,4,,,,,,LocalDate,,,12,,,,1,XFLD_SidePanel_DisplayName_EndOfProduction,XTOL_SidePanel_DescriptionName_EndOfProduction,,,,
Calculation_Version,Calculation_Version,VALUATION_DATE,0,0,204,5,,,,,,LocalDate,,,12,,,,1,XFLD_SidePanel_DisplayName_ValuationDate,XTOL_SidePanel_DescriptionName_ValuationDate,,,,
Calculation_Version,Calculation_Version,MASTER_DATA_TIMESTAMP,0,0,204,7,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_MasterDataTimestamp,XTOL_SidePanel_DescriptionName_MasterDataTimestamp,,,,
Calculation_Version,Calculation_Version,ROOT_ITEM_ID,0,0,,,,,,,,Integer,,,,,,,,,,,,,
Calculation_Version.Root_Item,Item,CREATED_ON,0,0,205,1,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_CreatedAt,XFLD_SidePanel_DisplayName_CreatedAt,,,,
Calculation_Version.Root_Item,Item,CREATED_BY,0,0,205,2,,,,,,String,length=256,,3,,,,1,XFLD_SidePanel_DisplayName_CreatedByUser,XFLD_SidePanel_DisplayName_CreatedByUser,,,,
Calculation_Version,Calculation_Version,LAST_MODIFIED_ON,0,0,205,3,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_LastSavedAt,XFLD_SidePanel_DisplayName_LastSavedAt,,,,
Calculation_Version,Calculation_Version,LAST_MODIFIED_BY,0,0,205,4,,,,,,String,length=256,,3,,,,1,XFLD_SidePanel_DisplayName_LastSavedByUser,XFLD_SidePanel_DisplayName_LastSavedByUser,,,,
Calculation_Version.Root_Item,Item,TOTAL_QUANTITY,0,0,203,1,,Calculation_Version.Root_Item,Item,TOTAL_QUANTITY_UOM_ID,,Decimal,precision=24; scale=7,,2,,,,1,XFLD_SidePanel_DisplayName_TotalQuantity,XTOL_SidePanel_DescriptionName_TotalQuantity,,,,
Calculation_Version.Root_Item,Item,TOTAL_QUANTITY_UOM_ID,0,0,,,,,,,1,String,length=3; uppercase=1,MASTERDATA,6,,1,,1,XFLD_SidePanel_DisplayName_TotalQuantityUoM,XFLD_SidePanel_DisplayName_TotalQuantityUoM,,,,
Calculation_Version,Calculation_Version,LIFECYCLE_PERIOD_DESCRIPTION,0,0,201,5,,,,,,String,length=500,,3,,,,1,XFLD_SidePanel_DisplayName_LifecyclePeriodFrom,XTOL_SidePanel_DisplayName_LifecyclePeriodFrom,,,,
Calculation_Version,Calculation_Version,LIFECYCLE_PERIOD_FROM,0,0,201,5,,,,,,PositiveInteger,,,2,,,,1,,,,,,
Calculation_Version,Calculation_Version,BASE_VERSION_ID,0,0,201,6,,,,,,PositiveInteger,,,2,,,,1,XFLD_SidePanel_DisplayName_BaseVersionId,XTOL_SidePanel_DisplayName_BaseVersionId,,,,
Calculation_Version,Calculation_Version,IS_FROZEN,0,0,,,,,,,,BooleanInt,,,,,,,1,XFLD_SidePanel_DisplayName_IsFrozen,XTOL_SidePanel_DescriptionName_IsFrozen,,,,
Calculation_Version.Base_Version,Calculation_Version,CALCULATION_VERSION_ID,0,0,201,6,,,,,,PositiveInteger,,,8,,,,,XFLD_SidePanel_DisplayName_BaseVersionId,XTOL_SidePanel_DisplayName_BaseVersionId,,,,
Calculation_Version.Base_Version,Calculation_Version,CALCULATION_VERSION_NAME,0,0,201,6,,,,,,String,length=500,,3,,,,,,,,,,
Calculation,Calculation,CALCULATION_ID,0,0,,,,,,,,Integer,,,,,,,1,XFLD_SidePanel_DisplayName_CalculationId,XTOL_SidePanel_DescriptionName_CalculationId,,,,
Calculation,Calculation,PROJECT_ID,0,0,,,,,,,,String,length=35;,,,,,,,XFLD_Project_ProjectId,XTOL_Project_ProjectId,,,,
Calculation,Calculation,CALCULATION_NAME,0,0,,,,,,,,String,length=500,,,,,,1,XFLD_SidePanel_DisplayName_CalculationName,XTOL_SidePanel_DescriptionName_CalculationName,,,,
Calculation,Calculation,CURRENT_CALCULATION_VERSION_ID,0,0,,,,,,,,PositiveInteger,,,,,,,1,,,,,,
Calculation,Calculation,CREATED_ON,0,0,,,,,,,,UTCTimestamp,,,,,,,,,,,,,
Calculation,Calculation,CREATED_BY,0,0,,,,,,,,String,length=256,,,,,,,,,,,,
Calculation,Calculation,LAST_MODIFIED_ON,0,0,,,,,,,,UTCTimestamp,,,,,,,,,,,,,
Calculation,Calculation,LAST_MODIFIED_BY,0,0,,,,,,,,String,length=256,,,,,,,,,,,,
Activity_Type,Activity_Type,ACTIVITY_TYPE_ID,0,0,501,1,1,,,,,String,length=12; uppercase=1,MASTERDATA,3,1,,,,XFLD_SidePanel_DisplayName_ActivityType,XTOL_AdminView_ActivityPrices_ActivityType,,,,
Activity_Type,Activity_Type,ACTIVITY_TYPE_DESCRIPTION,0,0,501,2,2,,,,,String,length=250,,3,,,,,XFLD_SidePanel_DisplayName_ActivityTypeDescription,XFLD_SidePanel_DisplayName_ActivityTypeDescription,,,,
Activity_Type,Activity_Type,CONTROLLING_AREA_ID,0,0,,,,,,,,String,length=4; uppercase=1,MASTERDATA,,1,1,,,,,,,,
Activity_Type.Controlling_Area,Controlling_Area,CONTROLLING_AREA_ID,0,0,501,3,3,,,,,String,length=4; uppercase=1,MASTERDATA,8,1,1,,,XFLD_SidePanel_DisplayName_ControllingArea,XTOL_AdminView_ControllingAreas_ControllingArea,,,,
Activity_Type.Controlling_Area,Controlling_Area,CONTROLLING_AREA_DESCRIPTION,0,0,501,3,4,,,,,String,length=250,,3,,,,,XFLD_SidePanel_DisplayName_ControllingAreaDescription,XFLD_SidePanel_DisplayName_ControllingAreaDescription,,,,
Activity_Type,Activity_Type,ACCOUNT_ID,0,0,,,,,,,,String,length=10; uppercase=1,MASTERDATA,,,1,,,,,,,,
Activity_Type.Account,Account,ACCOUNT_ID,0,0,501,4,5,,,,,String,length=10; uppercase=1,MASTERDATA,8,,1,,,XFLD_SidePanel_DisplayName_Account,XTOL_AdminView_ActivityTypesAndAccountDetermination_Account,,,,
Activity_Type.Account,Account,ACCOUNT_DESCRIPTION,0,0,501,4,6,,,,,String,length=250,,3,,,,,XFLD_SidePanel_DisplayName_AccountDescription,XFLD_SidePanel_DisplayName_AccountDescription,,,,
Activity_Type,Activity_Type,_VALID_FROM_FIRST_VERSION,0,0,507,1,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_FirstVersionValidFrom,XFLD_SidePanel_DisplayName_FirstVersionValidFrom,,,,
Activity_Type,Activity_Type,_CREATED_BY_FIRST_VERSION,0,0,507,2,,,,,,String,length=256,,,,,,,XFLD_SidePanel_DisplayName_FirstVersionCreatedByUser,XFLD_SidePanel_DisplayName_FirstVersionCreatedByUser,,,,
Activity_Type,Activity_Type,_VALID_FROM,0,0,507,3,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_VersionValidFrom,XFLD_SidePanel_DisplayName_VersionValidFrom,,,,
Activity_Type,Activity_Type,_CREATED_BY,0,0,507,4,,,,,,String,length=256,,,,,,,XFLD_SidePanel_DisplayName_VersionCreatedByUser,XFLD_SidePanel_DisplayName_VersionCreatedByUser,,,,
Activity_Type,Activity_Type,_SOURCE,0,0,501,5,7,,,,,Integer,,,18,,,,,XFLD_SidePanel_DisplayName_Source,XTOL_AdminView_ControllingAreas_Source,,,,
Activity_Type,Activity_Type,LANGUAGE,0,0,,,,,,,,String,length=11,,,,,,,,,,,,
Business_Area,Business_Area,BUSINESS_AREA_ID,0,0,501,1,1,,,,,String,length=15; uppercase=1,MASTERDATA,3,1,,,,XFLD_SidePanel_DisplayName_BusinessArea,XTOL_AdminView_BusinessAreas_BusinessArea,,,,
Business_Area,Business_Area,BUSINESS_AREA_DESCRIPTION,0,0,501,2,2,,,,,String,length=250,,3,,,,,XFLD_SidePanel_DisplayName_BusinessAreaDescription,XFLD_SidePanel_DisplayName_BusinessAreaDescription,,,,
Business_Area,Business_Area,_VALID_FROM_FIRST_VERSION,0,0,507,1,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_FirstVersionValidFrom,XFLD_SidePanel_DisplayName_FirstVersionValidFrom,,,,
Business_Area,Business_Area,_CREATED_BY_FIRST_VERSION,0,0,507,2,,,,,,String,length=256,,,,,,,XFLD_SidePanel_DisplayName_FirstVersionCreatedByUser,XFLD_SidePanel_DisplayName_FirstVersionCreatedByUser,,,,
Business_Area,Business_Area,_VALID_FROM,0,0,507,3,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_VersionValidFrom,XFLD_SidePanel_DisplayName_VersionValidFrom,,,,
Business_Area,Business_Area,_CREATED_BY,0,0,507,4,,,,,,String,length=256,,,,,,,XFLD_SidePanel_DisplayName_VersionCreatedByUser,XFLD_SidePanel_DisplayName_VersionCreatedByUser,,,,
Business_Area,Business_Area,_SOURCE,0,0,501,3,3,,,,,Integer,,,18,,,,,XFLD_SidePanel_DisplayName_Source,XTOL_AdminView_ControllingAreas_Source,,,,
Business_Area,Business_Area,LANGUAGE,0,0,,,,,,,,String,length=11,,,,,,,,,,,,
Company_Code,Company_Code,COMPANY_CODE_ID,0,0,501,1,1,,,,,String,length=4; uppercase=1,MASTERDATA,3,1,,,,XFLD_SidePanel_DisplayName_CompanyCode,XTOL_AdminView_CompanyCodes_CompanyCode,,,,
Company_Code,Company_Code,COMPANY_CODE_DESCRIPTION,0,0,501,2,2,,,,,String,length=250,,3,,,,,XFLD_SidePanel_DisplayName_CompanyCodeDescription,XFLD_SidePanel_DisplayName_CompanyCodeDescription,,,,
Company_Code,Company_Code,CONTROLLING_AREA_ID,0,0,,,,,,,,String,length=4; uppercase=1,MASTERDATA,,1,1,,,,,,,,
Company_Code.Controlling_Area,Controlling_Area,CONTROLLING_AREA_ID,0,0,501,3,3,,,,,String,length=4; uppercase=1,MASTERDATA,8,1,1,,,XFLD_SidePanel_DisplayName_ControllingArea,XTOL_AdminView_ControllingAreas_ControllingArea,,,,
Company_Code.Controlling_Area,Controlling_Area,CONTROLLING_AREA_DESCRIPTION,0,0,501,3,4,,,,,String,length=250,,3,,,,,XFLD_SidePanel_DisplayName_ControllingAreaDescription,XFLD_SidePanel_DisplayName_ControllingAreaDescription,,,,
Company_Code,Company_Code,COMPANY_CODE_CURRENCY_ID,0,0,501,4,5,,,,1,String,length=3; uppercase=1,MASTERDATA,7,,1,,,XFLD_SidePanel_DisplayName_CompancyCodeCurrency,XTOL_AdminView_CompanyCodes_CompanyCodeCurrency,,,,
Company_Code,Company_Code,_VALID_FROM_FIRST_VERSION,0,0,507,1,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_FirstVersionValidFrom,XFLD_SidePanel_DisplayName_FirstVersionValidFrom,,,,
Company_Code,Company_Code,_CREATED_BY_FIRST_VERSION,0,0,507,2,,,,,,String,length=256,,,,,,,XFLD_SidePanel_DisplayName_FirstVersionCreatedByUser,XFLD_SidePanel_DisplayName_FirstVersionCreatedByUser,,,,
Company_Code,Company_Code,_VALID_FROM,0,0,507,3,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_VersionValidFrom,XFLD_SidePanel_DisplayName_VersionValidFrom,,,,
Company_Code,Company_Code,_CREATED_BY,0,0,507,4,,,,,,String,length=256,,,,,,,XFLD_SidePanel_DisplayName_VersionCreatedByUser,XFLD_SidePanel_DisplayName_VersionCreatedByUser,,,,
Company_Code,Company_Code,_SOURCE,0,0,501,5,6,,,,,Integer,,,18,,,,,XFLD_SidePanel_DisplayName_Source,XTOL_AdminView_ControllingAreas_Source,,,,
Company_Code,Company_Code,LANGUAGE,0,0,,,,,,,,String,length=11,,,,,,,,,,,,
Controlling_Area,Controlling_Area,CONTROLLING_AREA_ID,0,0,501,1,1,,,,,String,length=4; uppercase=1,MASTERDATA,3,1,,,,XFLD_SidePanel_DisplayName_ControllingArea,XTOL_AdminView_ControllingAreas_ControllingArea,,,,
Controlling_Area,Controlling_Area,CONTROLLING_AREA_DESCRIPTION,0,0,501,2,2,,,,,String,length=250,,3,,,,,XFLD_SidePanel_DisplayName_ControllingAreaDescription,XFLD_SidePanel_DisplayName_ControllingAreaDescription,,,,
Controlling_Area,Controlling_Area,CONTROLLING_AREA_CURRENCY_ID,0,0,501,3,3,,,,1,String,length=3; uppercase=1,MASTERDATA,7,,1,,,XFLD_SidePanel_DisplayName_ControllingAreaCurrency,XTOL_AdminView_ControllingAreas_ControllingAreaCurrency,,,,
Controlling_Area,Controlling_Area,_VALID_FROM_FIRST_VERSION,0,0,507,1,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_FirstVersionValidFrom,XFLD_SidePanel_DisplayName_FirstVersionValidFrom,,,,
Controlling_Area,Controlling_Area,_CREATED_BY_FIRST_VERSION,0,0,507,2,,,,,,String,length=256,,,,,,,XFLD_SidePanel_DisplayName_FirstVersionCreatedByUser,XFLD_SidePanel_DisplayName_FirstVersionCreatedByUser,,,,
Controlling_Area,Controlling_Area,_VALID_FROM,0,0,507,3,,,,,,UTCTimestamp,,,11,,,,,XFLD_SidePanel_DisplayName_VersionValidFrom,XFLD_SidePanel_DisplayName_VersionValidFrom,,,,
Controlling_Area,Controlling_Area,_CREATED_BY,0,0,507,4,,,,,,String,length=256,,,,,,,XFLD_SidePanel_DisplayName_VersionCreatedByUser,XFLD_SidePanel_DisplayName_VersionCreatedByUser,,,,
Controlling_Area,Controlling_Area,_SOURCE,0,0,501,5,4,,,,,Integer,,,18,,,,,XFLD_SidePanel_DisplayName_Source,XTOL_AdminView_ControllingAreas_Source,,,,
Controlling_Area,Controlling_Area,LANGUAGE,0,0,,,,,,,,String,length=11,,,,,,,,,,,,
Cost_Center,Cost_Center,COST_CENTER_ID,0,0,501,1,1,,,,,String,length=10; uppercase=1,MASTERDATA,3,1,,,,XFLD_SidePanel_DisplayName_CostCenter,XTOL_SidePanel_DescriptionName_CostCenter,,,,
Cost_Center,Cost_Center,COST_CENTER_DESCRIPTION,0,0,501,2,2,,,,,String,length=250,,3,,,,,XFLD_SidePanel_DisplayName_CostCenterDescription,XFLD_SidePanel_DisplayName_CostCenterDescription,,,,
Cost_Center,Cost_Center,CONTROLLING_AREA_ID,0,0,,,,,,,,String,length=4; uppercase=1,MASTERDATA,,1,1,,,,,,,,
Cost_Center.Controlling_Area,Controlling_Area,CONTROLLING_AREA_ID,0,0,501,3,3,,,,,String,length=4; uppercase=1,MASTERDATA,8,1,1,,,XFLD_SidePanel_DisplayName_ControllingArea,XTOL_AdminView_ControllingAreas_ControllingArea,,,,
Cost_Center.Controlling_Area,Controlling_Area,CONTROLLING_AREA_DESCRIPTION,0,0,501,3,4,,,,,String,length=250,,3,,,,,XFLD_SidePanel_DisplayName_ControllingAreaDescription,XFLD_SidePanel_DisplayName_ControllingAreaDescription,,,,
